# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	67088
#@/user_id	macbook
a 	啊	c=386 d=4.68748 t=67088
hui se 	灰色	c=3 d=0.00392653 t=67088
hui shang hai 	會上海	c=1 d=1 t=53091
hui shi 	回事	c=2 d=1 t=63367
hui shi 	會是	c=2 d=1 t=63366
hui shu 	回書	c=0 d=0.1 t=65987
hui suo 	會所	c=2 d=8.22713e-37 t=67088
hui tong 	匯通	c=1 d=0.382893 t=67088
hui tou 	回頭	c=2 d=1.73113e-15 t=67088
hui tu 	繪圖	c=1 d=0.0526021 t=67088
hui wei 	回味	c=1 d=7.87164e-09 t=67088
hui xie 	回寫	c=11 d=1.19196e-08 t=67088
hui xing 	彗星	c=1 d=2.39513e-11 t=67088
hui yi 	會議	c=1 d=4.22357e-08 t=67088
hui yi shi 	會議室	c=1 d=0.100761 t=67088
hui yong 	會用	c=1 d=1.87889e-08 t=67088
hui you 	會有	c=2 d=2.49202e-07 t=67088
hui you jian 	會郵件	c=1 d=1 t=66121
hui yuan 	會員	c=11 d=0.00441101 t=67088
hui zai 	會在	c=3 d=1.83219e-06 t=67088
hui zhong 	會中	c=1 d=2.99733e-32 t=67088
hui zong 	彙總	c=1 d=4.24691e-14 t=67088
hun 	混	c=3 d=3.51812e-05 t=67088
hun ge 	混個	c=1 d=1.22811e-35 t=67088
hun he 	混合	c=1 d=9.72099e-21 t=67088
hun ji 	混跡	c=1 d=2.20483e-37 t=67088
hun luan 	混亂	c=5 d=1.4405e-05 t=67088
hun xiao 	混淆	c=3 d=1.77804e-06 t=67088
huo 	或	c=51 d=0.316637 t=67088
huo 	活	c=3 d=0.00278757 t=67088
huo 	火	c=4 d=0.0236547 t=67088
huo 	獲	c=1 d=1 t=65358
huo 	貨	c=5 d=0.463013 t=67088
huo ban 	夥伴	c=12 d=0.35337 t=67088
huo bi 	貨幣	c=9 d=4.71458e-06 t=67088
huo bu xia qu 	活不下去	c=2 d=6.41763e-10 t=67088
huo che 	火車	c=15 d=0.909373 t=67088
huo che piao 	火車票	c=4 d=0.873716 t=67088
huo che zhan 	火車站	c=11 d=2.31491 t=67088
huo cong tian jiang 	禍從天降	c=1 d=1.16825e-06 t=67088
huo de 	火的	c=2 d=5.57732e-06 t=67088
huo de 	獲得	c=3 d=0.00618889 t=67088
huo de li wu 	獲得禮物	c=1 d=2.71967e-06 t=67088
huo dong 	活動	c=6 d=1.18506e-27 t=67088
huo dun 	霍頓	c=1 d=2.86846e-15 t=67088
huo duo de hen ma 	活多得很嗎	c=1 d=1 t=66373
huo guo dian 	火鍋店	c=1 d=0.0116203 t=67088
huo hai 	火海	c=1 d=5.85234e-51 t=67088
huo hu 	火狐	c=6 d=0.223135 t=67088
huo hu liu lan 	火狐瀏覽	c=1 d=4.67826e-05 t=67088
huo hua 	火花	c=1 d=2.1287e-06 t=67088
huo jian 	火箭	c=0 d=7.06993e-11 t=67088
huo ju 	火炬	c=1 d=1.00552e-06 t=67088
huo men 	或門	c=1 d=5.94824e-07 t=67088
huo miao 	火苗	c=1 d=9.46969e-07 t=67088
huo qu 	獲取	c=442 d=2.50219 t=67088
huo qu dao 	獲取到	c=2 d=1.23792e-11 t=67088
huo rong 	火絨	c=2 d=3.37201e-06 t=67088
huo yi 	獲益	c=1 d=2.3517e-31 t=67088
huo zhe 	或者	c=19 d=0.0405966 t=67088
huo zhe 	活着	c=1 d=1 t=61118
ji 	即	c=5 d=1.42729e-13 t=67088
ji 	及	c=76 d=0.00562101 t=67088
ji 	基	c=1 d=1.14863e-42 t=67088
ji 	季	c=2 d=2.37089e-09 t=67088
ji 	寄	c=3 d=0.0298969 t=67088
ji 	幾	c=3 d=0.00114478 t=67088
ji 	急	c=5 d=0.111917 t=67088
ji 	極	c=4 d=3.95777e-08 t=67088
ji 	機	c=16 d=0.119433 t=67088
ji 	濟	c=1 d=8.00967e-37 t=67088
ji 	級	c=4 d=4.03772e-08 t=67088
ji 	計	c=1 d=1.02584e-06 t=67088
ji 	記	c=7 d=2.31755e-06 t=67088
ji 	集	c=14 d=0.83854 t=67088
ji 	雞	c=1 d=1.35073e-37 t=67088
ji bai 	幾百	c=3 d=0.000177315 t=67088
ji bai kuai qian 	幾百塊錢	c=1 d=0.00178203 t=67088
ji ben 	基本	c=37 d=0.11998 t=67088
ji bian 	幾遍	c=1 d=1.68283e-35 t=67088
ji bie 	級別	c=2 d=0.00159632 t=67088
ji bu 	幾部	c=1 d=5.20061e-15 t=67088
ji bu 	急不	c=1 d=7.81481e-12 t=67088
ji bu de 	記不得	c=1 d=8.22948e-32 t=67088
ji bu qing 	記不清	c=2 d=4.51812e-07 t=67088
ji chang 	機場	c=3 d=1.20016e-13 t=67088
ji cheng 	幾成	c=2 d=1.17735e-09 t=67088
ji cheng 	繼承	c=7 d=3.37222e-06 t=67088
ji cheng 	集成	c=1 d=3.61763e-39 t=67088
ji chu 	基礎	c=24 d=0.0677118 t=67088
ji ci 	幾次	c=5 d=0.0413782 t=67088
ji cun qi 	寄存器	c=3 d=1.8053 t=67088
ji cuo 	記錯	c=2 d=1.01335e-09 t=67088
ji dan 	雞蛋	c=2 d=4.05796e-08 t=67088
ji dao 	寄到	c=6 d=0.000171659 t=67088
ji de 	記得	c=0 d=1.44518e-39 t=67088
ji de 	記的	c=6 d=3.04661e-07 t=67088
ji dian 	幾點	c=32 d=1.47599 t=67088
ji dian qi 	繼電器	c=4 d=1.98991e-06 t=67088
ji dian zhong 	幾點鐘	c=1 d=0.657047 t=67088
ji du 	季度	c=2 d=0.00100337 t=67088
ji fa 	技法	c=1 d=5.91857e-07 t=67088
ji fen 	積分	c=9 d=1.20377e-11 t=67088
ji fen zhong 	幾分鐘	c=4 d=5.74561e-11 t=67088
ji feng 	機鋒	c=3 d=1.67478e-08 t=67088
ji ge 	幾個	c=13 d=0.0557106 t=67088
ji ge pi 	寄個屁	c=1 d=1 t=65700
ji ge ren 	幾個人	c=1 d=7.60607e-17 t=67088
ji ge xiao shi 	幾個小時	c=1 d=1 t=62321
ji ge yue 	幾個月	c=4 d=5.46353e-07 t=67088
ji gei 	寄給	c=1 d=1 t=65707
ji guang 	極光	c=4 d=1.2926e-05 t=67088
ji guo lai 	寄過來	c=1 d=2.43803e-14 t=67088
ji guo qu 	寄過去	c=2 d=1 t=65748
ji han shu 	奇函數	c=1 d=1 t=52011
ji hang 	幾行	c=2 d=3.8594e-06 t=67088
ji hao 	幾號	c=8 d=1.02344 t=67088
ji hao xian 	幾號線	c=1 d=4.72688e-09 t=67088
ji he 	集合	c=19 d=0.00151098 t=67088
ji he zhong 	集合中	c=1 d=8.44383e-11 t=67088
ji hu 	幾乎	c=1 d=2.668e-45 t=67088
ji hua 	計劃	c=14 d=0.00136719 t=67088
ji huang 	饑荒	c=9 d=1.21817e-37 t=67088
ji hui 	機會	c=1 d=1.67387e-31 t=67088
ji hui qu 	及回去	c=2 d=0.0297478 t=67088
ji huo 	激活	c=29 d=1.42534 t=67088
ji huo han shu 	激活函數	c=3 d=0.152375 t=67088
ji huo zhi 	激活值	c=1 d=0.0303487 t=67088
ji ji 	雞雞	c=1 d=4.27619e-36 t=67088
ji jia 	幾家	c=1 d=1 t=53160
ji jian 	幾件	c=1 d=1.10059e-10 t=67088
ji jian 	極簡	c=3 d=4.9804e-06 t=67088
ji jian 	機檢	c=20 d=1.40543 t=67088
ji jin 	幾斤	c=0 d=3.35863e-19 t=67088
ji ke 	即刻	c=1 d=1.14236e-07 t=67088
ji ke 	即可	c=2 d=1.27541e-09 t=67088
ji ke 	幾科	c=1 d=9.74252e-47 t=67088
ji ke 	極客	c=28 d=1.02991e-05 t=67088
ji ke shi jian 	極客時間	c=2 d=2.04134e-13 t=67088
ji ke sou suo 	極客搜索	c=1 d=1.80025e-05 t=67088
ji ke xue yuan 	極客學院	c=1 d=7.32053e-08 t=67088
ji kuai qian 	幾塊錢	c=2 d=0.0195457 t=67088
ji le 	極樂	c=3 d=2.59541e-34 t=67088
ji lei 	基類	c=2 d=1.15179e-06 t=67088
ji li 	吉利	c=1 d=9.44684e-08 t=67088
ji lie 	幾列	c=1 d=1.51907e-07 t=67088
ji lu 	記錄	c=207 d=2.52911 t=67088
ji lu bu tong 	記錄不同	c=1 d=1.91685e-08 t=67088
ji lu shu 	記錄書	c=1 d=3.51023e-08 t=67088
ji lu xia 	記錄下	c=1 d=5.03217e-10 t=67088
ji lu yi 	記錄儀	c=1 d=5.03045e-06 t=67088
ji neng 	技能	c=3 d=0.467788 t=67088
ji neng 	既能	c=1 d=1.63315e-06 t=67088
ji neng 	機能	c=2 d=4.52904e-06 t=67088
ji nian 	幾年	c=4 d=0.00628242 t=67088
ji nian 	雞年	c=1 d=4.38518e-38 t=67088
ji nian qian 	幾年前	c=2 d=5.45035e-09 t=67088
ji pian 	幾篇	c=2 d=4.81975e-32 t=67088
ji piao 	機票	c=2 d=3.11807e-09 t=67088
ji ping 	幾平	c=1 d=3.0585e-05 t=67088
ji qi 	及其	c=2 d=2.17631e-05 t=67088
ji qi 	機器	c=55 d=1.15815 t=67088
ji qi ren 	機器人	c=12 d=0.0443785 t=67088
ji qi xue xi 	機器學習	c=30 d=2.76015 t=67088
ji qi xue xi ji chu 	機器學習基礎	c=1 d=2.06649e-10 t=67088
ji qi xue xi shi zhan 	機器學習實戰	c=1 d=6.1484e-14 t=67088
ji qiao 	技巧	c=4 d=1.7821e-05 t=67088
ji qun 	集羣	c=5 d=1.83202e-05 t=67088
ji ran 	既然	c=6 d=0.00329837 t=67088
ji sang zi 	幾嗓子	c=1 d=3.49391e-12 t=67088
ji shi 	即時	c=5 d=3.59362e-06 t=67088
ji shi 	及時	c=1 d=1 t=66312
ji shi 	基石	c=2 d=5.85968e-07 t=67088
ji shi 	幾十	c=1 d=1.84545e-32 t=67088
ji shi 	計時	c=2 d=0.189191 t=67088
ji shi ge 	幾十個	c=1 d=7.72102e-17 t=67088
ji shi nian 	幾十年	c=2 d=3.29671e-05 t=67088
ji shou 	棘手	c=1 d=4.04748e-07 t=67088
ji shu 	基數	c=1 d=0.00032718 t=67088
ji shu 	技術	c=26 d=0.884094 t=67088
ji shu 	計數	c=6 d=0.00226125 t=67088
ji shu bu 	技術部	c=1 d=1 t=66347
ji shu gui ge 	技術規格	c=1 d=0.355226 t=67088
ji shu qi 	計數器	c=5 d=8.29384e-45 t=67088
ji shu zhai 	技術宅	c=2 d=3.28306e-15 t=67088
ji shu zhan 	技術棧	c=1 d=8.37549e-33 t=67088
ji si 	擠死	c=1 d=1 t=58314
ji song 	寄送	c=1 d=2.39716e-21 t=67088
ji suan 	計算	c=180 d=1.39313 t=67088
ji suan ji 	計算機	c=40 d=0.0518189 t=67088
ji suan ke 	計算可	c=1 d=1.85243e-47 t=67088
ji suan qi 	計算器	c=1 d=2.37049e-07 t=67088
ji suan tu 	計算圖	c=1 d=0.99005 t=67088
ji ta 	吉他	c=3 d=1.83344e-14 t=67088
ji ti 	集體	c=4 d=5.18058e-15 t=67088
ji ti zhi hui 	集體智慧	c=3 d=1.21139e-13 t=67088
ji tian 	幾天	c=4 d=0.0426384 t=67088
ji tian jia 	幾天假	c=1 d=1 t=55436
ji tiao 	幾條	c=5 d=0.0522194 t=67088
ji tong 	幾通	c=1 d=4.87747e-25 t=67088
ji tong ya jiang 	雞同鴨講	c=1 d=2.65288e-37 t=67088
ji tuan 	集團	c=1 d=2.89532e-07 t=67088
ji wei 	幾位	c=1 d=3.72666e-06 t=67088
ji xiao 	績效	c=5 d=2.37391e-14 t=67088
ji xie 	機械	c=5 d=0.00264522 t=67088
ji xin 	幾薪	c=1 d=1.08717e-42 t=67088
ji xu 	繼續	c=12 d=0.00182715 t=67088
ji ya 	擠壓	c=1 d=1 t=63818
ji yi ci 	記一次	c=1 d=1.07583e-07 t=67088
ji you 	即有	c=0 d=2.13966e-38 t=67088
ji you xu 	即有序	c=2 d=3.35985e-35 t=67088
ji yu 	基於	c=4 d=0.0014018 t=67088
ji za 	雞雜	c=1 d=4.56275e-05 t=67088
ji zhan 	幾站	c=0 d=6.60657e-37 t=67088
ji zhan di tie 	幾站地鐵	c=1 d=6.63969e-36 t=67088
ji zhang 	幾張	c=2 d=8.32096e-15 t=67088
ji zhang 	記賬	c=5 d=0.0162504 t=67088
ji zhi 	機智	c=1 d=5.64353e-06 t=67088
ji zhi 	集智	c=2 d=3.70899e-11 t=67088
ji zhong 	幾種	c=1 d=6.50731e-05 t=67088
ji zhong 	集中	c=1 d=5.45111e-39 t=67088
ji zhun 	基準	c=13 d=0.000685126 t=67088
ji zhun kuang 	基準框	c=1 d=6.31499e-05 t=67088
ji zhun lv 	基準率	c=31 d=0.00465716 t=67088
ji zi 	機子	c=1 d=8.8322e-40 t=67088
jia 	佳	c=2 d=1.81058 t=64980
jia 	假	c=7 d=7.52397e-07 t=67088
jia 	價	c=14 d=0.0786628 t=67088
jia 	加	c=32 d=0.433874 t=67088
jia 	夾	c=38 d=0.00138544 t=67088
jia 	家	c=14 d=0.501576 t=67088
jia 	架	c=2 d=5.81423e-33 t=67088
jia 	甲	c=4 d=8.55978e-09 t=67088
jia ban 	加班	c=24 d=0.588605 t=67088
jia ban dao 	加班到	c=1 d=1 t=59161
jia cu 	加粗	c=2 d=5.3987e-06 t=67088
jia fa 	加法	c=0 d=9.98094e-09 t=67088
jia fa qi 	加法器	c=1 d=1.0031e-07 t=67088
jia fang 	甲方	c=3 d=5.08699e-36 t=67088
jia ge 	價格	c=49 d=0.763379 t=67088
jia ge tiao kuan 	價格條款	c=4 d=0.00390706 t=67088
jia gou 	架構	c=6 d=0.000222855 t=67088
jia gou tan xian 	架構探險	c=1 d=7.92727e-33 t=67088
jia hao 	加好	c=1 d=1 t=62289
jia hao le 	加好了	c=1 d=1 t=56954
jia hua 	佳華	c=1 d=1.27202e-11 t=67088
jia hua li 	佳華裏	c=1 d=1.00847e-11 t=67088
jia hui 	加會	c=1 d=1 t=51857
jia jian 	加減	c=1 d=4.83387e-37 t=67088
jia jing 	家境	c=1 d=1.71443e-48 t=67088
jia ju 	家居	c=2 d=2.90924e-34 t=67088
jia kong 	架空	c=1 d=2.65297e-08 t=67088
jia kuai 	加快	c=1 d=2.99122e-08 t=67088
jia le 	加了	c=5 d=2.95565e-13 t=67088
jia le bi 	加勒比	c=1 d=1.19799e-37 t=67088
jia li 	佳立	c=4 d=2.40892 t=65337
jia li 	佳麗	c=34 d=1.4753 t=67088
jia li 	家裏	c=13 d=0.867244 t=67088
jia li fu ni ya 	加利福尼亞	c=1 d=1.97449e-33 t=67088
jia li mian 	家裏面	c=1 d=8.5907e-08 t=67088
jia li ren 	家裏人	c=3 d=6.11565e-10 t=67088
jia mi 	加密	c=5 d=0.909373 t=67088
jia na da 	加拿大	c=4 d=0.0217621 t=67088
jia na da yi min 	加拿大移民	c=1 d=0.218712 t=67088
jia ni 	加你	c=1 d=2.46036e-33 t=67088
jia qi 	假期	c=1 d=9.42245e-07 t=67088
jia qi lai 	加起來	c=1 d=5.71501e-07 t=67088
jia qian 	加錢	c=1 d=9.63932e-10 t=67088
jia ren 	家人	c=1 d=5.29181e-43 t=67088
jia ru 	假如	c=3 d=0.0161635 t=67088
jia ru 	加入	c=16 d=0.989852 t=67088
jia shang 	加上	c=7 d=0.2334 t=67088
jia shang qu 	加上去	c=1 d=7.3572e-08 t=67088
jia she 	假設	c=1 d=2.06649e-10 t=67088
jia shi 	駕駛	c=3 d=4.10084e-14 t=67088
jia shi zheng 	駕駛證	c=1 d=1.2405e-06 t=67088
jia shu 	家書	c=1 d=3.66219e-36 t=67088
jia su 	加速	c=3 d=8.39743e-05 t=67088
jia su quan 	加速券	c=1 d=3.22528e-12 t=67088
jia ting 	家庭	c=2 d=1.82944e-10 t=67088
jia wei 	價位	c=2 d=2.17398e-07 t=67088
jia xia 	加下	c=1 d=0.000243596 t=67088
jia xiang 	家鄉	c=1 d=0.00878245 t=67088
jia xiao 	駕校	c=0 d=3.45679e-05 t=67088
jia xin 	加薪	c=1 d=0.165299 t=67088
jia yi 	加一	c=0 d=0.0985112 t=67088
jia yi hui 	加一會	c=1 d=0.99005 t=67088
jia yi qi 	加一起	c=1 d=1 t=66982
jia you 	加油	c=2 d=0.000102566 t=67088
jia you 	家有	c=3 d=0.146554 t=67088
jia zai 	加載	c=42 d=2.28103e-05 t=67088
jia zai guo cheng 	加載過程	c=1 d=1.07653e-44 t=67088
jia zai lei 	加載類	c=1 d=6.05274e-06 t=67088
jia zai wan 	加載完	c=1 d=1.6169e-06 t=67088
jia zhang 	家長	c=1 d=3.41879e-21 t=67088
jia zhao 	駕照	c=4 d=2.86162e-05 t=67088
jia zhi 	價值	c=2 d=0.00169622 t=67088
jia zi 	架子	c=3 d=4.22429e-10 t=67088
jian 	件	c=10 d=0.537999 t=67088
jian 	健	c=3 d=1.23514e-06 t=67088
jian 	兼	c=1 d=6.34535e-32 t=67088
jian 	劍	c=2 d=0.000352662 t=67088
jian 	建	c=2 d=1.12573e-11 t=67088
jian 	減	c=9 d=0.0287246 t=67088
jian 	監	c=1 d=1 t=52532
jian 	簡	c=1 d=2.03572e-10 t=67088
jian 	見	c=11 d=0.0031354 t=67088
jian 	鍵	c=14 d=0.000128688 t=67088
jian 	間	c=6 d=0.0724398 t=67088
jian bang 	肩膀	c=1 d=8.19147e-08 t=67088
jian bang shang 	肩膀上	c=1 d=8.23255e-07 t=67088
jian biao 	建表	c=1 d=1 t=58652
jian biao 	見表	c=1 d=1 t=64865
jian bu zhao 	見不着	c=1 d=1 t=53186
jian ce 	檢測	c=9 d=0.733454 t=67088
jian ce 	監測	c=1 d=1 t=52540
jian cha 	檢查	c=34 d=0.481989 t=67088
jian cheng 	簡稱	c=1 d=1 t=62446
jian chi 	堅持	c=2 d=4.9985e-32 t=67088
jian dan 	簡單	c=17 d=0.0977834 t=67088
jian ding 	堅定	c=1 d=8.12794e-33 t=67088
jian du 	監督	c=2 d=7.95616e-18 t=67088
jian du xue xi 	監督學習	c=1 d=2.96186e-39 t=67088
jian fa 	減法	c=3 d=8.20709e-21 t=67088
jian fei 	減肥	c=1 d=8.65464e-07 t=67088
jian ge 	間隔	c=5 d=4.48052e-31 t=67088
jian guan 	監管	c=1 d=6.72742e-14 t=67088
jian guo 	堅果	c=4 d=0.232236 t=67088
jian guo 	見過	c=1 d=0.2334 t=67088
jian guo yun 	堅果雲	c=2 d=5.43721e-09 t=67088
jian jie 	簡介	c=6 d=3.81199e-38 t=67088
jian jie 	簡潔	c=1 d=3.85993e-37 t=67088
jian kong 	監控	c=5 d=0.000246044 t=67088
jian li 	建立	c=2 d=6.03814e-07 t=67088
jian li 	簡歷	c=21 d=2.32052 t=67088
jian ling 	劍靈	c=1 d=0.774916 t=67088
jian ming 	簡明	c=1 d=7.08921e-42 t=67088
jian mo 	建模	c=1 d=7.65616e-06 t=67088
jian nan 	艱難	c=3 d=1.37188e-12 t=67088
jian pan 	鍵盤	c=25 d=0.00495249 t=67088
jian qiao 	劍橋	c=1 d=4.99669e-15 t=67088
jian qie 	剪切	c=7 d=0.0985112 t=67088
jian qie ban 	剪切板	c=4 d=0.99005 t=67088
jian qu 	減去	c=2 d=2.23898e-12 t=67088
jian rong 	兼容	c=2 d=6.72284e-06 t=67088
jian shao 	減少	c=5 d=0.767965 t=67088
jian she 	建設	c=2 d=0.00873865 t=67088
jian she yin hang 	建設銀行	c=1 d=1.7649e-07 t=67088
jian shen 	健身	c=3 d=5.23932e-14 t=67088
jian shi 	監視	c=1 d=1 t=56017
jian shi 	簡史	c=2 d=6.24904e-08 t=67088
jian shu 	簡書	c=10 d=2.5358e-06 t=67088
jian shu 	簡述	c=1 d=4.69036e-06 t=67088
jian suo 	檢索	c=12 d=1.24121e-05 t=67088
jian ti 	簡體	c=3 d=5.71185e-06 t=67088
jian ting 	監聽	c=4 d=0.0380064 t=67088
jian tou 	箭頭	c=3 d=7.6799e-13 t=67088
jian wei 	鍵位	c=2 d=0.000626727 t=67088
jian xie 	簡寫	c=1 d=6.62591e-41 t=67088
jian yan 	檢驗	c=12 d=1.4661e-06 t=67088
jian yang 	劍陽	c=3 d=0.0081887 t=67088
jian yi 	建議	c=3 d=5.15387e-06 t=67088
jian yi 	簡易	c=0 d=0.000719046 t=67088
jian yi yi gui 	簡易衣櫃	c=1 d=0.0072265 t=67088
jian yu 	監獄	c=8 d=1.59695e-31 t=67088
jian zao 	建造	c=2 d=2.69739e-34 t=67088
jian zao shi 	建造師	c=2 d=5.12231e-13 t=67088
jian zhi 	兼職	c=2 d=8.98765e-10 t=67088
jian zhi 	剪枝	c=1 d=1.91652e-06 t=67088
jian zhi 	簡直	c=1 d=7.01532e-08 t=67088
jian zhu 	建築	c=1 d=1.52642e-05 t=67088
jian zhuang 	簡裝	c=1 d=0.0164078 t=67088
jiang 	匠	c=5 d=1.57543e-17 t=67088
jiang 	將	c=87 d=1.50347 t=67088
jiang 	江	c=2 d=1.35027e-33 t=67088
jiang 	獎	c=1 d=1 t=55617
jiang 	蔣	c=1 d=1.50913e-18 t=67088
jiang 	講	c=7 d=1.2326e-07 t=67088
jiang 	醬	c=1 d=1.641e-33 t=67088
jiang bu jiang li 	講不講理	c=1 d=1 t=65726
jiang de 	講的	c=1 d=2.86047e-41 t=67088
jiang di 	降低	c=2 d=0.00348252 t=67088
jiang dong 	江東	c=2 d=1.19783e-06 t=67088
jiang guo 	講過	c=1 d=8.23956e-17 t=67088
jiang hui 	將會	c=5 d=2.40727e-06 t=67088
jiang hui shu chu 	將會輸出	c=1 d=6.14421e-06 t=67088
jiang ji 	降級	c=2 d=0.00662219 t=67088
jiang jin 	將近	c=3 d=0.00351752 t=67088
jiang jin 	獎金	c=1 d=1.72966e-05 t=67088
jiang li 	獎勵	c=2 d=1.49101e-14 t=67088
jiang li 	講理	c=1 d=0.0146986 t=67088
jiang liang bu fen 	將兩部分	c=1 d=6.33545e-43 t=67088
jiang men 	將門	c=1 d=3.91027e-13 t=67088
jiang ning 	江寧	c=1 d=1.39452e-30 t=67088
jiang qi 	講起	c=1 d=2.84428e-33 t=67088
jiang qu 	將去	c=1 d=8.59627e-45 t=67088
jiang ren 	匠人	c=6 d=2.49249e-31 t=67088
jiang ren ji 	匠人集	c=1 d=1.90164e-32 t=67088
jiang shi 	殭屍	c=1 d=0.0115624 t=67088
jiang shu zu 	將數組	c=3 d=6.03882e-43 t=67088
jiang su 	江蘇	c=1 d=1 t=63287
jiang wei 	將爲	c=1 d=1.0928e-44 t=67088
jiang wei 	降維	c=1 d=0.951229 t=67088
jiang xin 	匠心	c=2 d=1.47089e-31 t=67088
jiang xu 	降序	c=3 d=2.48102e-06 t=67088
jiang xue jin 	獎學金	c=5 d=1.65383e-07 t=67088
jiang yu 	將於	c=1 d=6.50952e-09 t=67088
jiang yuan su 	將元素	c=1 d=1.75754e-46 t=67088
jiao 	交	c=49 d=0.0972977 t=67088
jiao 	叫	c=5 d=0.00822975 t=67088
jiao 	教	c=1 d=7.05648e-17 t=67088
jiao 	繳	c=3 d=0.0303302 t=67088
jiao 	腳	c=2 d=1.58542e-10 t=67088
jiao ben 	腳本	c=58 d=0.918512 t=67088
jiao cha 	交叉	c=1 d=6.0546e-39 t=67088
jiao cheng 	教程	c=12 d=0.574639 t=67088
jiao dian 	焦點	c=3 d=1.66675e-05 t=67088
jiao du 	角度	c=2 d=0.0477483 t=67088
jiao fang zu 	交房租	c=2 d=0.000281606 t=67088
jiao fei 	繳費	c=1 d=1 t=64858
jiao fu 	交付	c=0 d=1.04095e-32 t=67088
jiao ge 	交個	c=1 d=1.35055e-06 t=67088
jiao ge 	叫個	c=0 d=0.00356146 t=67088
jiao ge che 	叫個車	c=1 d=0.0357931 t=67088
jiao guo 	交過	c=2 d=1.316 t=64790
jiao guo 	教過	c=1 d=1 t=64495
jiao guo le 	交過了	c=1 d=1 t=64761
jiao hu 	交互	c=3 d=7.88196e-06 t=67088
jiao huan 	交換	c=11 d=9.58962e-08 t=67088
jiao huan sheng 	交換生	c=2 d=1.66353e-08 t=67088
jiao ji 	交集	c=5 d=1.80583e-12 t=67088
jiao le 	交了	c=4 d=1.26555e-06 t=67088
jiao le 	叫了	c=1 d=1 t=54518
jiao lian 	教練	c=3 d=0.000624307 t=67088
jiao liu 	交流	c=6 d=4.71666e-06 t=67088
jiao man 	交滿	c=1 d=1.02336e-07 t=67088
jiao ni 	叫你	c=1 d=0.19205 t=67088
jiao sha 	叫啥	c=1 d=0.0399551 t=67088
jiao shang qu 	交上去	c=1 d=1.19575e-15 t=67088
jiao shi 	教師	c=2 d=2.68316e-06 t=67088
jiao shou 	教授	c=1 d=0.00019647 t=67088
jiao shui 	交稅	c=2 d=0.000322309 t=67088
jiao tu 	教徒	c=1 d=3.4058e-35 t=67088
jiao wan 	交完	c=1 d=2.08145e-36 t=67088
jiao xue 	教學	c=2 d=2.02488e-06 t=67088
jiao yan 	校驗	c=5 d=7.50456e-06 t=67088
jiao yi 	交易	c=25 d=6.54387e-05 t=67088
jiao yu 	教育	c=21 d=1.07768e-05 t=67088
jiao yu bu 	教育部	c=1 d=4.12925e-07 t=67088
jie 	姐	c=1 d=6.31478e-34 t=67088
jie 	婕	c=7 d=6.37954e-07 t=67088
jie 	屆	c=0 d=4.54308e-14 t=67088
jie 	截	c=1 d=1.00003 t=65873
jie 	接	c=5 d=6.41152e-07 t=67088
jie 	節	c=1 d=0.00182715 t=67088
jie 	藉	c=5 d=1.92645e-08 t=67088
jie 	街	c=1 d=2.16345e-20 t=67088
jie 	解	c=1 d=2.37049e-07 t=67088
jie an te 	捷安特	c=1 d=1 t=54015
jie bang 	解綁	c=6 d=0.000652494 t=67088
jie bei 	藉唄	c=3 d=9.4125e-15 t=67088
jie cheng 	階乘	c=1 d=1.25058e-13 t=67088
jie chu 	接觸	c=3 d=6.46359e-06 t=67088
jie chu 	解除	c=1 d=1 t=66946
jie chu dao 	接觸到	c=0 d=2.05646e-42 t=67088
jie da 	解答	c=1 d=2.86798e-13 t=67088
jie dao 	接到	c=4 d=0.00117675 t=67088
jie dao 	街道	c=1 d=8.72499e-14 t=67088
jie dao 	階導	c=1 d=1.96565e-06 t=67088
jie dao ban 	街道辦	c=2 d=1.89137 t=56182
jie dao ta 	接到她	c=1 d=3.10515e-36 t=67088
jie dian 	借點	c=1 d=3.27617e-49 t=67088
jie dian 	節點	c=119 d=2.63537 t=67088
jie dian lian 	節點鏈	c=3 d=1.06995e-09 t=67088
jie dian shu 	節點樹	c=1 d=0.000167421 t=67088
jie duan 	截斷	c=1 d=8.85537e-12 t=67088
jie duan 	階段	c=2 d=5.34152e-07 t=67088
jie fang qian 	解放前	c=1 d=1.37783e-06 t=67088
jie gou 	結構	c=18 d=0.402593 t=67088
jie guan 	接管	c=1 d=7.68253e-17 t=67088
jie guo 	結果	c=166 d=2.88357 t=67088
jie guo hun 	結過婚	c=1 d=1 t=66581
jie guo ji 	結果集	c=1 d=3.68957e-06 t=67088
jie hao tu 	截好圖	c=1 d=1 t=64265
jie he 	結合	c=2 d=8.74163e-07 t=67088
jie hun 	結婚	c=15 d=1.75166 t=67088
jie huo 	接活	c=1 d=6.19521e-15 t=67088
jie jia ri 	節假日	c=11 d=2.1377e-07 t=67088
jie jie 	姐姐	c=3 d=1.79328e-10 t=67088
jie jin 	接近	c=2 d=1.90484 t=52618
jie ju 	截距	c=1 d=1.56991e-12 t=67088
jie jue 	解決	c=25 d=0.129878 t=67088
jie kai 	解開	c=7 d=7.08579e-07 t=67088
jie ke 	傑克	c=0 d=0.1 t=66751
jie kou 	接口	c=112 d=0.000408297 t=67088
jie le 	借了	c=1 d=3.53683e-38 t=67088
